code,description,last_updated
H219,"Disorder of iris and ciliary body, unspecified",2025-09-07
H22,Disorders of iris and ciliary body in diseases classified elsewhere,2025-09-07
H220,Iridocyclitis in infectious and parasitic diseases classified elsewhere,2025-09-07
H221,Iridocyclitis in other diseases classified elsewhere,2025-09-07
H228,Other disorders of iris and ciliary body in diseases classified elsewhere,2025-09-07
H25,Senile cataract,2025-09-07
H250,Senile incipient cataract,2025-09-07
H251,Senile nuclear cataract,2025-09-07
H252,"Senile cataract, morgagnian type",2025-09-07
H258,Other senile cataract,2025-09-07
H259,"Senile cataract, unspecified",2025-09-07
H26,Other cataract,2025-09-07
H260,"Infantile, juvenile and presenile cataract",2025-09-07
H261,Traumatic cataract,2025-09-07
H262,Complicated cataract,2025-09-07
H263,Drug-induced cataract,2025-09-07
H264,After-cataract,2025-09-07
H268,Other specified cataract,2025-09-07
H269,"Cataract, unspecified",2025-09-07
H27,Other disorders of lens,2025-09-07
H270,Aphakia,2025-09-07
H271,Dislocation of lens,2025-09-07
H278,Other specified disorders of lens,2025-09-07
H279,"Disorder of lens, unspecified",2025-09-07
H28,Cataract and other disorders of lens in diseases classified elsewhere,2025-09-07
H280,Diabetic cataract,2025-09-07
H281,"Cataract in other endocrine, nutritional and metabolic diseases",2025-09-07
H282,Cataract in other diseases classified elsewhere,2025-09-07
H288,Other disorders of lens in diseases classified elsewhere,2025-09-07
H30,Chorioretinal inflammation,2025-09-07
H300,Focal chorioretinal inflammation,2025-09-07
H301,Disseminated chorioretinal inflammation,2025-09-07
H302,Posterior cyclitis,2025-09-07
H308,Other chorioretinal inflammations,2025-09-07
H309,"Chorioretinal inflammation, unspecified",2025-09-07
H31,Other disorders of choroid,2025-09-07
H310,Chorioretinal scars,2025-09-07
H311,Choroidal degeneration,2025-09-07
H312,Hereditary choroidal dystrophy,2025-09-07
H313,Choroidal haemorrhage and rupture,2025-09-07
H314,Choroidal detachment,2025-09-07
H318,Other specified disorders of choroid,2025-09-07
H319,"Disorder of choroid, unspecified",2025-09-07
H32,Chorioretinal disorders in diseases classified elsewhere,2025-09-07
H320,Chorioretinal inflammation in infectious and parasitic diseases classified elsewhere,2025-09-07
H328,Other chorioretinal disorders in diseases classified elsewhere,2025-09-07
H33,Retinal detachments and breaks,2025-09-07
H330,Retinal detachment with retinal break,2025-09-07
H331,Retinoschisis and retinal cysts,2025-09-07
H332,Serous retinal detachment,2025-09-07
H333,Retinal breaks without detachment,2025-09-07
H334,Traction detachment of retina,2025-09-07
H335,Other retinal detachments,2025-09-07
H34,Retinal vascular occlusions,2025-09-07
H340,Transient retinal artery occlusion,2025-09-07
H341,Central retinal artery occlusion,2025-09-07
H342,Other retinal artery occlusions,2025-09-07
H348,Other retinal vascular occlusions,2025-09-07
H349,"Retinal vascular occlusion, unspecified",2025-09-07
H35,Other retinal disorders,2025-09-07
H350,Background retinopathy and retinal vascular changes,2025-09-07
H351,Retinopathy of prematurity,2025-09-07
H352,Other proliferative retinopathy,2025-09-07
H353,Degeneration of macula and posterior pole,2025-09-07
H354,Peripheral retinal degeneration,2025-09-07
H355,Hereditary retinal dystrophy,2025-09-07
H356,Retinal haemorrhage,2025-09-07
H357,Separation of retinal layers,2025-09-07
H358,Other specified retinal disorders,2025-09-07
H359,"Retinal disorder, unspecified",2025-09-07
H36,Retinal disorders in diseases classified elsewhere,2025-09-07
H360,Diabetic retinopathy,2025-09-07
H368,Other retinal disorders in diseases classified elsewhere,2025-09-07
H40,Glaucoma,2025-09-07
H400,Glaucoma suspect,2025-09-07
H401,Primary open-angle glaucoma,2025-09-07
H402,Primary angle-closure glaucoma,2025-09-07
H403,Glaucoma secondary to eye trauma,2025-09-07
H404,Glaucoma secondary to eye inflammation,2025-09-07
H405,Glaucoma secondary to other eye disorders,2025-09-07
H406,Glaucoma secondary to drugs,2025-09-07
H408,Other glaucoma,2025-09-07
H409,"Glaucoma, unspecified",2025-09-07
H42,Glaucoma in diseases classified elsewhere,2025-09-07
H420,"Glaucoma in endocrine, nutritional and metabolic diseases",2025-09-07
H428,Glaucoma in other diseases classified elsewhere,2025-09-07
H43,Disorders of vitreous body,2025-09-07
H430,Vitreous prolapse,2025-09-07
H431,Vitreous haemorrhage,2025-09-07
H432,Crystalline deposits in vitreous body,2025-09-07
H433,Other vitreous opacities,2025-09-07
H438,Other disorders of vitreous body,2025-09-07
H439,"Disorder of vitreous body, unspecified",2025-09-07
H44,Disorders of globe,2025-09-07
H440,Purulent endophthalmitis,2025-09-07
H441,Other endophthalmitis,2025-09-07
H442,Degenerative myopia,2025-09-07
H443,Other degenerative disorders of globe,2025-09-07
H444,Hypotony of eye,2025-09-07
H445,Degenerated conditions of globe,2025-09-07
H446,"Retained (old) intraocular foreign body, magnetic",2025-09-07
H447,"Retained (old) intraocular foreign body, nonmagnetic",2025-09-07
H448,Other disorders of globe,2025-09-07
H449,"Disorder of globe, unspecified",2025-09-07
H45,Disorders of vitreous body and globe in diseases classified elsewhere,2025-09-07
H450,Vitreous haemorrhage in diseases classified elsewhere,2025-09-07
H451,Endophthalmitis in diseases classified elsewhere,2025-09-07
H458,Other disorders of vitreous body and globe in diseases classified elsewhere,2025-09-07
H46,Optic neuritis,2025-09-07
H47,Other disorders of optic [2nd] nerve and visual pathways,2025-09-07
H470,"Disorders of optic nerve, not elsewhere classified",2025-09-07
H471,"Papilloedema, unspecified",2025-09-07
H472,Optic atrophy,2025-09-07
H473,Other disorders of optic disc,2025-09-07
H474,Disorders of optic chiasm,2025-09-07
H475,Disorders of other visual pathways,2025-09-07
H476,Disorders of visual cortex,2025-09-07
H477,"Disorder of visual pathways, unspecified",2025-09-07
H48,Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere,2025-09-07
H480,Optic atrophy in diseases classified elsewhere,2025-09-07
H481,Retrobulbar neuritis in diseases classified elsewhere,2025-09-07
H488,Other disorders of optic nerve and visual pathways in diseases classified elsewhere,2025-09-07
H49,Paralytic strabismus,2025-09-07
H490,Third [oculomotor] nerve palsy,2025-09-07
H491,Fourth [trochlear] nerve palsy,2025-09-07
H492,Sixth [abducent] nerve palsy,2025-09-07
H493,Total (external) ophthalmoplegia,2025-09-07
H494,Progressive external ophthalmoplegia,2025-09-07
H498,Other paralytic strabismus,2025-09-07
H499,"Paralytic strabismus, unspecified",2025-09-07
H50,Other strabismus,2025-09-07
H500,Convergent concomitant strabismus,2025-09-07
H501,Divergent concomitant strabismus,2025-09-07
H502,Vertical strabismus,2025-09-07
H503,Intermittent heterotropia,2025-09-07
H504,Other and unspecified heterotropia,2025-09-07
H505,Heterophoria,2025-09-07
H506,Mechanical strabismus,2025-09-07
H508,Other specified strabismus,2025-09-07
H509,"Strabismus, unspecified",2025-09-07
H51,Other disorders of binocular movement,2025-09-07
H510,Palsy of conjugate gaze,2025-09-07
H511,Convergence insufficiency and excess,2025-09-07
H512,Internuclear ophthalmoplegia,2025-09-07
H518,Other specified disorders of binocular movement,2025-09-07
H519,"Disorder of binocular movement, unspecified",2025-09-07
H52,Disorders of refraction and accommodation,2025-09-07
H520,Hypermetropia,2025-09-07
H521,Myopia,2025-09-07
H522,Astigmatism,2025-09-07
H523,Anisometropia and aniseikonia,2025-09-07
H524,Presbyopia,2025-09-07
H525,Disorders of accommodation,2025-09-07
H526,Other disorders of refraction,2025-09-07
H527,"Disorder of refraction, unspecified",2025-09-07
H53,Visual disturbances,2025-09-07
H530,Amblyopia ex anopsia,2025-09-07
H531,Subjective visual disturbances,2025-09-07
H532,Diplopia,2025-09-07
H533,Other disorders of binocular vision,2025-09-07
H534,Visual field defects,2025-09-07
H535,Colour vision deficiencies,2025-09-07
H536,Night blindness,2025-09-07
H538,Other visual disturbances,2025-09-07
H539,"Visual disturbance, unspecified",2025-09-07
H54,Visual impairment including blindness (binocular or monocular),2025-09-07
H540,"Blindness, binocular",2025-09-07
H541,"Severe visual impairment, binocular",2025-09-07
H542,"Moderate visual impairment, binocular",2025-09-07
H543,"Mild or no visual impairment, binocular",2025-09-07
H544,"Blindness, monocular",2025-09-07
H545,"Severe visual impairment, monocular",2025-09-07
H546,"Moderate visual impairment, monocular",2025-09-07
H549,Unspecified visual impairment (binocular),2025-09-07
H55,Nystagmus and other irregular eye movements,2025-09-07
H57,Other disorders of eye and adnexa,2025-09-07
H570,Anomalies of pupillary function,2025-09-07
H571,Ocular pain,2025-09-07
H578,Other specified disorders of eye and adnexa,2025-09-07
H579,"Disorder of eye and adnexa, unspecified",2025-09-07
H58,Other disorders of eye and adnexa in diseases classified elsewhere,2025-09-07
H580,Anomalies of pupillary function in diseases classified elsewhere,2025-09-07
H581,Visual disturbances in diseases classified elsewhere,2025-09-07
H588,Other specified disorders of eye and adnexa in diseases classified elsewhere,2025-09-07
H59,"Postprocedural disorders of eye and adnexa, not elsewhere classified",2025-09-07
H590,Keratopathy (bullous aphakic) following cataract surgery,2025-09-07
H598,Other postprocedural disorders of eye and adnexa,2025-09-07
H599,"Postprocedural disorder of eye and adnexa, unspecified",2025-09-07
H60,Otitis externa,2025-09-07
H600,Abscess of external ear,2025-09-07
H601,Cellulitis of external ear,2025-09-07
H602,Malignant otitis externa,2025-09-07
H603,Other infective otitis externa,2025-09-07
H604,Cholesteatoma of external ear,2025-09-07
H605,"Acute otitis externa, noninfective",2025-09-07
H608,Other otitis externa,2025-09-07
H609,"Otitis externa, unspecified",2025-09-07
H61,Other disorders of external ear,2025-09-07
H610,Perichondritis of external ear,2025-09-07
H611,Noninfective disorders of pinna,2025-09-07
H612,Impacted cerumen,2025-09-07
H613,Acquired stenosis of external ear canal,2025-09-07
H618,Other specified disorders of external ear,2025-09-07
H619,"Disorder of external ear, unspecified",2025-09-07
H62,Disorders of external ear in diseases classified elsewhere,2025-09-07
H620,Otitis externa in bacterial diseases classified elsewhere,2025-09-07
H621,Otitis externa in viral diseases classified elsewhere,2025-09-07
H622,Otitis externa in mycoses,2025-09-07
H623,Otitis externa in other infectious and parasitic diseases classified elsewhere,2025-09-07
H624,Otitis externa in other diseases classified elsewhere,2025-09-07
H628,Other disorders of external ear in diseases classified elsewhere,2025-09-07
H65,Nonsuppurative otitis media,2025-09-07
H650,Acute serous otitis media,2025-09-07
H651,Other acute nonsuppurative otitis media,2025-09-07
H652,Chronic serous otitis media,2025-09-07
H653,Chronic mucoid otitis media,2025-09-07
H654,Other chronic nonsuppurative otitis media,2025-09-07
H659,"Nonsuppurative otitis media, unspecified",2025-09-07
H66,Suppurative and unspecified otitis media,2025-09-07
H660,Acute suppurative otitis media,2025-09-07
H661,Chronic tubotympanic suppurative otitis media,2025-09-07
H662,Chronic atticoantral suppurative otitis media,2025-09-07
H663,Other chronic suppurative otitis media,2025-09-07
H664,"Suppurative otitis media, unspecified",2025-09-07
H669,"Otitis media, unspecified",2025-09-07
H67,Otitis media in diseases classified elsewhere,2025-09-07
H670,Otitis media in bacterial diseases classified elsewhere,2025-09-07
H671,Otitis media in viral diseases classified elsewhere,2025-09-07
H678,Otitis media in other diseases classified elsewhere,2025-09-07
H68,Eustachian salpingitis and obstruction,2025-09-07
H680,Eustachian salpingitis,2025-09-07
H681,Obstruction of Eustachian tube,2025-09-07
H69,Other disorders of Eustachian tube,2025-09-07
H690,Patulous Eustachian tube,2025-09-07
H698,Other specified disorders of Eustachian tube,2025-09-07
H699,"Eustachian tube disorder, unspecified",2025-09-07
H70,Mastoiditis and related conditions,2025-09-07
H700,Acute mastoiditis,2025-09-07
H701,Chronic mastoiditis,2025-09-07
H702,Petrositis,2025-09-07
H708,Other mastoiditis and related conditions,2025-09-07
H709,"Mastoiditis, unspecified",2025-09-07
H71,Cholesteatoma of middle ear,2025-09-07
H72,Perforation of tympanic membrane,2025-09-07
H720,Central perforation of tympanic membrane,2025-09-07
H721,Attic perforation of tympanic membrane,2025-09-07
H722,Other marginal perforations of tympanic membrane,2025-09-07
H728,Other perforations of tympanic membrane,2025-09-07
H729,"Perforation of tympanic membrane, unspecified",2025-09-07
H73,Other disorders of tympanic membrane,2025-09-07
H730,Acute myringitis,2025-09-07
H731,Chronic myringitis,2025-09-07
H738,Other specified disorders of tympanic membrane,2025-09-07
H739,"Disorder of tympanic membrane, unspecified",2025-09-07
H74,Other disorders of middle ear and mastoid,2025-09-07
H740,Tympanosclerosis,2025-09-07
H741,Adhesive middle ear disease,2025-09-07
H742,Discontinuity and dislocation of ear ossicles,2025-09-07
H743,Other acquired abnormalities of ear ossicles,2025-09-07
H744,Polyp of middle ear,2025-09-07
H748,Other specified disorders of middle ear and mastoid,2025-09-07
H749,"Disorder of middle ear and mastoid, unspecified",2025-09-07
H75,Other disorders of middle ear and mastoid in diseases classified elsewhere,2025-09-07
H750,Mastoiditis in infectious and parasitic diseases classified elsewhere,2025-09-07
H758,Other specified disorders of middle ear and mastoid in diseases classified elsewhere,2025-09-07
H80,Otosclerosis,2025-09-07
H800,"Otosclerosis involving oval window, nonobliterative",2025-09-07
H801,"Otosclerosis involving oval window, obliterative",2025-09-07
H802,Cochlear otosclerosis,2025-09-07
H808,Other otosclerosis,2025-09-07
H809,"Otosclerosis, unspecified",2025-09-07
H81,Disorders of vestibular function,2025-09-07
H810,Ménière disease,2025-09-07
H811,Benign paroxysmal vertigo,2025-09-07
H812,Vestibular neuronitis,2025-09-07
H813,Other peripheral vertigo,2025-09-07
H814,Vertigo of central origin,2025-09-07
H818,Other disorders of vestibular function,2025-09-07
H819,"Disorder of vestibular function, unspecified",2025-09-07
H82,Vertiginous syndromes in diseases classified elsewhere,2025-09-07
H83,Other diseases of inner ear,2025-09-07
H830,Labyrinthitis,2025-09-07
H831,Labyrinthine fistula,2025-09-07
H832,Labyrinthine dysfunction,2025-09-07
H833,Noise effects on inner ear,2025-09-07
H838,Other specified diseases of inner ear,2025-09-07
H839,"Disease of inner ear, unspecified",2025-09-07
H90,Conductive and sensorineural hearing loss,2025-09-07
H900,"Conductive hearing loss, bilateral",2025-09-07
H901,"Conductive hearing loss, unilateral with unrestricted hearing on the contralateral side",2025-09-07
H902,"Conductive hearing loss, unspecified",2025-09-07
H903,"Sensorineural hearing loss, bilateral",2025-09-07
H904,"Sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side",2025-09-07
H905,"Sensorineural hearing loss, unspecified",2025-09-07
H906,"Mixed conductive and sensorineural hearing loss, bilateral",2025-09-07
H907,"Mixed conductive and sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side",2025-09-07
H908,"Mixed conductive and sensorineural hearing loss, unspecified",2025-09-07
H91,Other hearing loss,2025-09-07
H910,Ototoxic hearing loss,2025-09-07
H911,Presbycusis,2025-09-07
H912,Sudden idiopathic hearing loss,2025-09-07
